ProviderID,ProviderName,CourseName,COURSEID,YEAR,UNIT,UNITPRICE,UNITCOUNT,CURRENCY,TOTALANNUALFEE,TOTALCOURSEFEE,FeeLink
SN_C_0001,Asia Pacific International College (APIC),Bachelor of Information Technology,SN_C_0001,2025,,1600.00,,AUD,11600.00,38400.00,
SN_C_0001,Asia Pacific International College (APIC),Bachelor of Information Technology (Computer Networks and Security),SN_C_0002,2025,,1600.00,,AUD,11600.00,38400.00,
SN_C_0001,Asia Pacific International College (APIC),Graduate Certificate in Business Management (GradCertBus),SN_C_0003,2025,,2700.00,,AUD,16200.00,10800.00,
SN_C_0001,Asia Pacific International College (APIC),Graduate Certificate in Information Technology,SN_C_0004,2025,,2700.00,,AUD,16200.00,8100.00,
SN_C_0001,Asia Pacific International College (APIC),Master of Information Technology,SN_C_0005,2025,,2700.00,,AUD,16200.00,32400.00,
SN_C_0001,Asia Pacific International College (APIC),Master of Information Technology (Artificial Intelligence),SN_C_0006,2025,,2700.00,,AUD,16200.00,32400.00,
SN_C_0001,Asia Pacific International College (APIC),Master of Information Technology (Cyber Security),SN_C_0007,2025,,2700.00,,AUD,16200.00,32400.00,
SN_C_0001,Asia Pacific International College (APIC),Master of Information Technology (Enterprise Networks),SN_C_0008,2025,,2700.00,,AUD,16200.00,32400.00,
SN_C_0009,Australian College of Applied Professions (ACAP),Bachelor of Counselling,SN_C_0009,2025,,3372.00,,AUD,26976.00,80928.00,
SN_C_0009,Australian College of Applied Professions (ACAP),Bachelor of Criminology and Justice,SN_C_0010,2025,,3372.00,,AUD,26976.00,80928.00,
SN_C_0009,Australian College of Applied Professions (ACAP),Bachelor of Psychological Science,SN_C_0011,2025,,3372.00,,AUD,26976.00,80928.00,
SN_C_0009,Australian College of Applied Professions (ACAP),Bachelor of Psychological Science (Honours),SN_C_0012,2025,,7033.00,,AUD,21099.00,42198.00,
SN_C_0009,Australian College of Applied Professions (ACAP),Bachelor of Psychological Science and Counselling,SN_C_0013,2025,,3372.00,,AUD,26976.00,80928.00,
SN_C_0009,Australian College of Applied Professions (ACAP),Bachelor of Psychological Science and Criminology,SN_C_0014,2025,,3372.00,,AUD,26976.00,80928.00,
SN_C_0009,Australian College of Applied Professions (ACAP),Bachelor of Social Work,SN_C_0015,2025,,"26 x $3,372
2 x $10,116",,AUD,26976.00,107904.00,
SN_C_0009,Australian College of Applied Professions (ACAP),Diploma of Counselling Skills,SN_C_0016,2025,,3372.00,,AUD,26976.00,26976.00,
SN_C_0009,Australian College of Applied Professions (ACAP),Graduate Certificate in Human Services,SN_C_0017,2025,,3489.00,,AUD,20934.00,13956.00,
SN_C_0009,Australian College of Applied Professions (ACAP),Graduate Certificate in Psychological Science,SN_C_0018,2025,,3489.00,,AUD,20934.00,13956.00,
SN_C_0009,Australian College of Applied Professions (ACAP),Graduate Diploma of Counselling,SN_C_0019,2025,,,,AUD,,,Change to Graduate Certificate of Counselling
SN_C_0009,Australian College of Applied Professions (ACAP),Graduate Diploma of Professional Psychology Practice,SN_C_0020,2025,,"1 x $6,909
1 x $13,143
1 x $7,577",,AUD,27629.00,27629.00,
SN_C_0009,Australian College of Applied Professions (ACAP),Graduate Diploma of Psychological Science,SN_C_0021,2025,,3489.00,,AUD,31401.00,31401.00,
SN_C_0009,Australian College of Applied Professions (ACAP),Master of Professional Psychology,SN_C_0022,2025,,"2 x $4,380
2 x $5,475
5 x $6,570",,AUD,26280.00,52560.00,
SN_C_0009,Australian College of Applied Professions (ACAP),Master of Psychology (Clinical),SN_C_0023,2025,,"2 x $4,380
2 x $5,475
9 x $6,570
2 x $13,143",,AUD,52563.00,105126.00,
SN_C_0009,Australian College of Applied Professions (ACAP),Master of Social Work (Qualifying),SN_C_0024,2025,,"10 x $3,670
2 x $11,021",,AUD,29371.00,58742.00,
SN_C_0025,"Center for English Language CELUSA, UNISA",CELUSA Academic English (AE),SN_C_0025,,,,,AUD,,,N/A
SN_C_0026,Charles Darwin University International College,Accelerated International Masters Qualifying Program,SN_C_0026,2025,,3613.00,,AUD,14452.00,14452.00,https://www.cdu.edu.au/study/course/accelerated-international-masters-qualifying-prog-zamqp2?year=2025
SN_C_0026,Charles Darwin University International College,Diploma of Business Studies,SN_C_0027,,,,,AUD,,,
SN_C_0026,Charles Darwin University International College,Diploma of Health Pathway,SN_C_0028,,,,,AUD,,,
SN_C_0026,Charles Darwin University International College,Diploma of Information Technology,SN_C_0029,2025,,3894.80,,AUD,31158.40,31158.40,https://www.cdu.edu.au/study/course/diploma-information-technology-yinti1?year=2025
SN_C_0026,Charles Darwin University International College,International Foundation Studies Program,SN_C_0030,,,,,AUD,,,
SN_C_0026,Charles Darwin University International College,International Masters Preparation Program,SN_C_0031,,,,,AUD,,,
SN_C_0026,Charles Darwin University International College,International Masters Qualifying Program,SN_C_0032,2025,,3613.75,,AUD,14455.00,14455.00,https://cdu.up.education/study-with-us/international-masters-qualifying-program/
SN_C_0033,Charles Sturt University,Associate Degree in Farm Production,SN_C_0033,2026,, ,,AUD, ,,Not available for international students
SN_C_0033,Charles Sturt University,Bachelor of Accounting,SN_C_0034,2026,,4000.00,,AUD,32000.00,96000.00,https://study.csu.edu.au/international/courses/bachelor-accounting
SN_C_0033,Charles Sturt University,Bachelor of Agricultural Business Management,SN_C_0035,2026,,4360.00,,AUD,37040.00,111120.00,https://study.csu.edu.au/international/courses/bachelor-agricultural-business-management#costs
SN_C_0033,Charles Sturt University,Bachelor of Agricultural Science,SN_C_0036,2026,,4630.00,,AUD,37040.00,148160.00,https://study.csu.edu.au/international/courses/bachelor-agricultural-science#costs
SN_C_0033,Charles Sturt University,Bachelor of Agriculture,SN_C_0037,2026,,4630.00,,AUD,37040.00,111120.00,https://study.csu.edu.au/international/courses/bachelor-agriculture
SN_C_0033,Charles Sturt University,Bachelor of Animal Science,SN_C_0038,2026,,4700.00,,AUD,37600.00,150400.00,https://study.csu.edu.au/courses/bachelor-animal-science#costs
SN_C_0033,Charles Sturt University,Bachelor of Arts (with specialisations),SN_C_0039,2026,,3070.00,,AUD,2460.00,7380.00,https://study.csu.edu.au/courses/bachelor-arts#entry-requirements
SN_C_0033,Charles Sturt University,Bachelor of Business Studies,SN_C_0040,2026,,4290.00,,AUD,34320.00,102960.00,https://study.csu.edu.au/courses/bachelor-business-studies#costs
SN_C_0033,Charles Sturt University,Bachelor of Communication (with specialisations),SN_C_0041,2026,,3490.00,,AUD,27920.00,83760.00,https://study.csu.edu.au/international/courses/bachelor-communication#costs
SN_C_0033,Charles Sturt University,Bachelor of Criminal Justice,SN_C_0042,2026,,3540.00,,AUD,28320.00,84960.00,https://study.csu.edu.au/international/courses/bachelor-criminal-justice#costs
SN_C_0033,Charles Sturt University,Bachelor of Dental Science,SN_C_0043,2026,,9030.00,,AUD,72240.00,361200.00,https://study.csu.edu.au/international/courses/bachelor-dental-science#costs
SN_C_0033,Charles Sturt University,Bachelor of Education (Early Childhood and Primary),SN_C_0044,2026,,4290.00,,AUD,34320.00,102960.00,Not available for international students
SN_C_0033,Charles Sturt University,Bachelor of Environmental Science and Management (with specialisations),SN_C_0045,2026,,4480.00,,AUD,35840.00,107520.00,https://study.csu.edu.au/international/courses/bachelor-environmental-science-management#costs
SN_C_0033,Charles Sturt University,Bachelor of Equine Science (with specialisation),SN_C_0046,2026,,4290.00,,AUD,34320.00,102960.00,https://study.csu.edu.au/courses/bachelor-equine-science#costs
SN_C_0033,Charles Sturt University,Bachelor of Information Technology (with specialisations),SN_C_0047,2026,,4200.00,,AUD,33600.00,100800.00,https://study.csu.edu.au/international/courses/bachelor-information-technology#costs
SN_C_0033,Charles Sturt University,Bachelor of Medical Radiation Science (with specialisations),SN_C_0048,2026,,4750.00,,AUD,38000.00,152000.00,https://study.csu.edu.au/international/courses/bachelor-medical-radiation-science#costs
SN_C_0033,Charles Sturt University,Bachelor of Nursing,SN_C_0049,2026,,34640.00,,AUD,34640.00,103920.00,https://study.csu.edu.au/courses/bachelor-nursing#costs
SN_C_0033,Charles Sturt University,Bachelor of Nursing (Port Macquarie),SN_C_0050,2026,,4330.00,,AUD,34640.00,103920.00,https://study.csu.edu.au/international/courses/bachelor-nursing
SN_C_0033,Charles Sturt University,Bachelor of Occupational Therapy,SN_C_0051,2026,,4290.00,,AUD,34320.00,102960.00,https://study.csu.edu.au/courses/bachelor-occupational-therapy#costs
SN_C_0033,Charles Sturt University,Bachelor of Oral Health (Therapy and Hygiene),SN_C_0052,2026,,5570.00,,AUD,44560.00,133680.00,https://study.csu.edu.au/international/courses/bachelor-oral-health-therapy-hygiene
SN_C_0033,Charles Sturt University,Bachelor of Paramedicine,SN_C_0053,2026,,4640.00,,AUD,37120.00,111360.00,https://study.csu.edu.au/courses/bachelor-paramedicine#costs
SN_C_0033,Charles Sturt University,Bachelor of Pharmacy,SN_C_0054,2026,,4720.00,,AUD,37780.00,151120.00,https://study.csu.edu.au/courses/bachelor-pharmacy#costs
SN_C_0033,Charles Sturt University,Bachelor of Physiotherapy,SN_C_0055,2026,,5050.00,,AUD,40400.00,161600.00,https://study.csu.edu.au/courses/bachelor-physiotherapy#costs
SN_C_0033,Charles Sturt University,Bachelor of Podiatric Medicine,SN_C_0056,,,,,AUD,,,Not available for international students
SN_C_0033,Charles Sturt University,Bachelor of Policing and Public Safety,SN_C_0057,2026,, ,,AUD, , ,Not available for international students
SN_C_0033,Charles Sturt University,Bachelor of Psychology,SN_C_0058,2026,,3800.00,,AUD,30400.00,121600.00,https://study.csu.edu.au/courses/bachelor-psychology#costs
SN_C_0033,Charles Sturt University,Bachelor of Social Science (Psychology),SN_C_0059,2026,,4290.00,,AUD,34320.00,102960.00,https://study.csu.edu.au/courses/bachelor-social-science-psychology#costs
SN_C_0033,Charles Sturt University,Bachelor of Social Work,SN_C_0060,2026,,3900.00,,AUD,31200.00,124800.00,https://study.csu.edu.au/courses/bachelor-social-work
SN_C_0033,Charles Sturt University,Bachelor of Theology,SN_C_0061,2026,,4290.00,,AUD,34320.00,102960.00,https://study.csu.edu.au/courses/bachelor-theology#costs
SN_C_0033,Charles Sturt University,Bachelor of Theology (Honours),SN_C_0062,2026,,4290.00,,AUD,34320.00,102960.00,https://study.csu.edu.au/courses/bachelor-theology-honours#costs
SN_C_0033,Charles Sturt University,Bachelor of Veterinary Biology / Bachelor of Veterinary Science,SN_C_0063,2026,,9010.00,,AUD,72080.00,432480.00,https://study.csu.edu.au/international/courses/bachelor-veterinary-biology-bachelor-veterinary-science#costs
SN_C_0033,Charles Sturt University,Doctor of Ministry,SN_C_0064,2026,,,,AUD,,,Not available for international students
SN_C_0033,Charles Sturt University,Doctor of Philosophy (Arts and Education),SN_C_0065,2026,,4140.00,,AUD,33120.00,132480.00,https://study.csu.edu.au/international/courses/doctor-philosophy-arts-education#costs
SN_C_0033,Charles Sturt University,Doctor of Philosophy (Business),SN_C_0066,2026,, ,,AUD, , ,Not available for international students
SN_C_0033,Charles Sturt University,Doctor of Philosophy (Science),SN_C_0067,2026,,4980.00,,AUD,39480.00,157920.00,https://study.csu.edu.au/international/courses/doctor-philosophy-science-agriculture#costs
SN_C_0033,Charles Sturt University,Doctor of Social Work,SN_C_0068,2026,,4140.00,,AUD,33120.00,132480.00,https://study.csu.edu.au/courses/doctor-social-work#costs
SN_C_0033,Charles Sturt University,Graduate Certificate in Fish Conservation and Management,SN_C_0069,2026,, ,,AUD, , ,Not available for international students
SN_C_0033,Charles Sturt University,Graduate Certificate in Theological Studies,SN_C_0070,2026,,3070.00,,AUD,12280.00,12280.00,https://study.csu.edu.au/international/courses/graduate-certificate-theological-studies
SN_C_0033,Charles Sturt University,Graduate Diploma of Theological Studies,SN_C_0071,2026,,3070.00,,AUD,24560.00,24560.00,https://study.csu.edu.au/courses/graduate-diploma-theological-studies#costs
SN_C_0033,Charles Sturt University,Master of Arts (Theological Studies),SN_C_0072,2026,,3070.00,,AUD,24560.00,36840.00,https://study.csu.edu.au/international/courses/master-arts-theological-studies#costs
SN_C_0033,Charles Sturt University,Master of Ministry,SN_C_0073,2026,,3070.00,,AUD,24560.00,36840.00,https://study.csu.edu.au/courses/master-ministry
SN_C_0033,Charles Sturt University,Master of Philosophy,SN_C_0074,2026,,4960.00,,AUD,39680.00,79360.00,https://study.csu.edu.au/courses/master-philosophy#costs
SN_C_0033,Charles Sturt University,Master of Philosophy (Arts and Education),SN_C_0075,2026,,4140.00,,AUD,33120.00,66240.00,https://study.csu.edu.au/international/courses/master-philosophy-arts-education#costs
SN_C_0033,Charles Sturt University,Master of Professional Accounting (Professional Practice),SN_C_0076,2026,,4330.00,,AUD,34640.00,51960.00,https://study.csu.edu.au/international/courses/master-professional-accounting
SN_C_0033,Charles Sturt University,Master of Professional Information Technology (with specialisations),SN_C_0077,2026,,4470.00,,AUD,35760.00,71520.00,https://study.csu.edu.au/international/courses/master-professional-information-technology#costs
SN_C_0033,Charles Sturt University,Master of Theology,SN_C_0078,2026,,3070.00,,AUD,24560.00,36840.00,https://study.csu.edu.au/international/courses/master-theology#costs
SN_C_0033,Charles Sturt University,Study Abroad (12 months),SN_C_0079,2026,,,,AUD,,,Not available for international students
SN_C_0033,Charles Sturt University,Study Abroad (6 months),SN_C_0080,2026,,,,AUD,,,Not available for international students
SN_C_0081,Curtin College,Diploma of Arts and Creative Industries (Stage 1),SN_C_0081,2026,,3612.50,,AUD,28900.00,28900.00,https://www.curtincollege.edu.au/how-apply/international/fees-payment/
SN_C_0081,Curtin College,Diploma of Arts and Creative Industries (Stage 2),SN_C_0082,2026,,4362.50,,AUD,34900.00,34900.00,https://www.curtincollege.edu.au/how-apply/international/fees-payment/
SN_C_0081,Curtin College,Diploma of Built Environment (Stage 1),SN_C_0083,2026,,3612.50,,AUD,28900.00,28900.00,https://www.curtincollege.edu.au/how-apply/international/fees-payment/
SN_C_0081,Curtin College,Diploma of Built Environment (Stage 2),SN_C_0084,2026,,4612.50,,AUD,36900.00,36900.00,https://www.curtincollege.edu.au/how-apply/international/fees-payment/
SN_C_0081,Curtin College,Diploma of Commerce (Stage 1),SN_C_0085,2026,,3612.50,,AUD,28900.00,28900.00,https://www.curtincollege.edu.au/how-apply/international/fees-payment/
SN_C_0081,Curtin College,Diploma of Commerce (Stage 2),SN_C_0086,2026,,4062.50,,AUD,32500.00,32500.00,https://www.curtincollege.edu.au/how-apply/international/fees-payment/
SN_C_0081,Curtin College,Diploma of Engineering (Stage 1),SN_C_0087,2026,,3612.50,,AUD,28900.00,28900.00,https://www.curtincollege.edu.au/how-apply/international/fees-payment/
SN_C_0081,Curtin College,Diploma of Engineering (Stage 2),SN_C_0088,2026,,4987.50,,AUD,39900.00,39900.00,https://www.curtincollege.edu.au/how-apply/international/fees-payment/
SN_C_0081,Curtin College,Diploma of Health Sciences (Stage 1) - Biomedical Science - Human Biomedicine,SN_C_0089,2026,,3612.50,,AUD,28900.00,28900.00,https://www.curtincollege.edu.au/how-apply/international/fees-payment/
SN_C_0081,Curtin College,Diploma of Health Sciences (Stage 1) - Biomedical Science - Molecular Genetics,SN_C_0090,2026,,3612.50,,AUD,28900.00,28900.00,https://www.curtincollege.edu.au/how-apply/international/fees-payment/
SN_C_0081,Curtin College,Diploma of Health Sciences (Stage 1) - Biomedical Science - Pharmacology,SN_C_0091,2026,,3612.50,,AUD,28900.00,28900.00,https://www.curtincollege.edu.au/how-apply/international/fees-payment/
SN_C_0081,Curtin College,Diploma of Health Sciences (Stage 1) - Exercise and Sports Science,SN_C_0092,2026,,3612.50,,AUD,28900.00,28900.00,https://www.curtincollege.edu.au/how-apply/international/fees-payment/
SN_C_0081,Curtin College,Diploma of Health Sciences (Stage 1) - Health Sciences,SN_C_0093,2026,,3612.50,,AUD,28900.00,28900.00,https://www.curtincollege.edu.au/how-apply/international/fees-payment/
SN_C_0081,Curtin College,Diploma of Health Sciences (Stage 1) - Laboratory Medicine,SN_C_0094,2026,,3612.50,,AUD,28900.00,28900.00,https://www.curtincollege.edu.au/how-apply/international/fees-payment/
SN_C_0081,Curtin College,Diploma of Health Sciences (Stage 1) - Nursing,SN_C_0095,2026,,3612.50,,AUD,28900.00,28900.00,https://www.curtincollege.edu.au/how-apply/international/fees-payment/
SN_C_0081,Curtin College,Diploma of Health Sciences (Stage 1) - Nutrition and Food Science,SN_C_0096,2026,,3612.50,,AUD,28900.00,28900.00,https://www.curtincollege.edu.au/how-apply/international/fees-payment/
SN_C_0081,Curtin College,Diploma of Health Sciences (Stage 1) - Occupational Therapy,SN_C_0097,2026,,3612.50,,AUD,28900.00,28900.00,https://www.curtincollege.edu.au/how-apply/international/fees-payment/
SN_C_0081,Curtin College,Diploma of Health Sciences (Stage 1) - Pharmacy,SN_C_0098,2026,,3612.50,,AUD,28900.00,28900.00,https://www.curtincollege.edu.au/how-apply/international/fees-payment/
SN_C_0081,Curtin College,Diploma of Health Sciences (Stage 1) - Physiotherapy,SN_C_0099,2026,,3612.50,,AUD,28900.00,28900.00,https://www.curtincollege.edu.au/how-apply/international/fees-payment/
SN_C_0081,Curtin College,Diploma of Health Sciences (Stage 1) - Psychology,SN_C_0100,2026,,3612.50,,AUD,28900.00,28900.00,https://www.curtincollege.edu.au/how-apply/international/fees-payment/
SN_C_0081,Curtin College,Diploma of Health Sciences (Stage 2) - Biomedical Science - Human Biomedicine,SN_C_0101,2026,,5237.50,,AUD,41900.00,41900.00,https://www.curtincollege.edu.au/how-apply/international/fees-payment/
SN_C_0081,Curtin College,Diploma of Health Sciences (Stage 2) - Biomedical Science - Molecular Genetics,SN_C_0102,2026,,5237.50,,AUD,41900.00,41900.00,https://www.curtincollege.edu.au/how-apply/international/fees-payment/
SN_C_0081,Curtin College,Diploma of Health Sciences (Stage 2) - Biomedical Science - Pharmacology,SN_C_0103,2026,,5237.50,,AUD,41900.00,41900.00,https://www.curtincollege.edu.au/how-apply/international/fees-payment/
SN_C_0081,Curtin College,Diploma of Health Sciences (Stage 2) - Exercise and Sports Science,SN_C_0104,2026,,5237.50,,AUD,41900.00,41900.00,https://www.curtincollege.edu.au/how-apply/international/fees-payment/
SN_C_0081,Curtin College,Diploma of Health Sciences (Stage 2) - Health Sciences,SN_C_0105,2026,,5237.50,,AUD,41900.00,41900.00,https://www.curtincollege.edu.au/how-apply/international/fees-payment/
SN_C_0081,Curtin College,Diploma of Health Sciences (Stage 2) - Laboratory Medicine,SN_C_0106,2026,,5237.50,,AUD,41900.00,41900.00,https://www.curtincollege.edu.au/how-apply/international/fees-payment/
SN_C_0081,Curtin College,Diploma of Health Sciences (Stage 2) - Nursing,SN_C_0107,2026,,5237.50,,AUD,41900.00,41900.00,https://www.curtincollege.edu.au/how-apply/international/fees-payment/
SN_C_0081,Curtin College,Diploma of Health Sciences (Stage 2) - Nutrition and Food Science,SN_C_0108,2026,,5237.50,,AUD,41900.00,41900.00,https://www.curtincollege.edu.au/how-apply/international/fees-payment/
SN_C_0081,Curtin College,Diploma of Health Sciences (Stage 2) - Occupational Therapy,SN_C_0109,2026,,5237.50,,AUD,41900.00,41900.00,https://www.curtincollege.edu.au/how-apply/international/fees-payment/
SN_C_0081,Curtin College,Diploma of Health Sciences (Stage 2) - Pharmacy,SN_C_0110,2026,,5237.50,,AUD,41900.00,41900.00,https://www.curtincollege.edu.au/how-apply/international/fees-payment/
SN_C_0081,Curtin College,Diploma of Health Sciences (Stage 2) - Physiotherapy,SN_C_0111,2026,,5237.50,,AUD,41900.00,41900.00,https://www.curtincollege.edu.au/how-apply/international/fees-payment/
SN_C_0081,Curtin College,Diploma of Health Sciences (Stage 2) - Psychology,SN_C_0112,2026,,5237.50,,AUD,41900.00,41900.00,https://www.curtincollege.edu.au/how-apply/international/fees-payment/
SN_C_0081,Curtin College,Diploma of Information Technology (Stage 1),SN_C_0113,2026,,3612.50,,AUD,28900.00,28900.00,https://www.curtincollege.edu.au/how-apply/international/fees-payment/
SN_C_0081,Curtin College,Diploma of Information Technology (Stage 2),SN_C_0114,2026,,4612.50,,AUD,36900.00,36900.00,https://www.curtincollege.edu.au/how-apply/international/fees-payment/
SN_C_0081,Curtin College,Master Qualifying Program (MQP),SN_C_0115,2026,,4050.00,,AUD,16200.00,16200.00,https://www.curtincollege.edu.au/how-apply/international/fees-payment/
SN_C_0116,Deakin University,Bachelor of Artificial Intelligence,SN_C_0116,2025,,5250.00,,AUD,42000.00,126000.00,https://www.deakin.edu.au/course/bachelor-artificial-intelligence
SN_C_0116,Deakin University,Bachelor of Arts (Burwood (Melbourne),SN_C_0117,2025,,4125.00,,AUD,33000.00,99000.00,https://www.deakin.edu.au/course/bachelor-arts
SN_C_0116,Deakin University,Bachelor of Arts (Honours),SN_C_0118,2026,,4125.00,,AUD,33000.00,33000.00,https://www.deakin.edu.au/course/bachelor-arts-honours
SN_C_0116,Deakin University,Bachelor of Arts (Psychology) (Burwood),SN_C_0119,2025,,4675.00,,AUD,37400.00,112200.00,https://www.deakin.edu.au/course/bachelor-arts-psychology
SN_C_0116,Deakin University,Bachelor of Arts (Psychology) (Waurn Ponds),SN_C_0120,2025,,4675.00,,AUD,37400.00,112200.00,https://www.deakin.edu.au/course/bachelor-arts-psychology
SN_C_0116,Deakin University,Bachelor of Arts (Waurn Ponds),SN_C_0121,2025,,4675.00,,AUD,37400.00,112200.00,https://www.deakin.edu.au/course/bachelor-arts
SN_C_0116,Deakin University,Bachelor of Arts / Master of International Relations,SN_C_0122,2025,,4675.00,,AUD,37400.00,168300.00,https://www.deakin.edu.au/course/bachelor-arts-master-international-relations
SN_C_0116,Deakin University,Bachelor of Arts / Master of Teaching (Secondary),SN_C_0123,2026,,4675.00,,AUD,37400.00,149600.00,https://www.deakin.edu.au/course/bachelor-arts-master-teaching-secondary
SN_C_0116,Deakin University,Bachelor of Arts/Bachelor of Laws,SN_C_0124,2026,,5375.00,,AUD,43000.00,215000.00,https://www.deakin.edu.au/course/bachelor-arts-bachelor-laws
SN_C_0116,Deakin University,Bachelor of Arts/Bachelor of Science,SN_C_0125,2025,,4925.00,,AUD,39400.00,157600.00,https://www.idp.com/universities-and-colleges/deakin-university/bachelor-of-arts-and-bachelor-of-science/PRG-AU-00062374/
SN_C_0116,Deakin University,Bachelor of Biomedical Science,SN_C_0126,2025,,5675.00,,AUD,45400.00,136200.00,https://www.deakin.edu.au/course/bachelor-biomedical-science
SN_C_0116,Deakin University,Bachelor of Business,SN_C_0127,,,,,AUD,,,Not available
SN_C_0116,Deakin University,Bachelor of Business (Sport Management),SN_C_0128,,,,,AUD,,,Not available
SN_C_0116,Deakin University,Bachelor of Business Analytics,SN_C_0129,,,,,AUD,,,Not available 
SN_C_0116,Deakin University,Bachelor of Business/Bachelor of Arts,SN_C_0130,,,,,AUD,,,Not available
SN_C_0116,Deakin University,Bachelor of Civil Engineering (Honours),SN_C_0131,2025,,4775.00,,AUD,38200.00,152800.00,https://www.deakin.edu.au/major/civil-engineering
SN_C_0116,Deakin University,Bachelor of Commerce,SN_C_0132,2025,,5200.00,,AUD,41600.00,124800.00,https://www.deakin.edu.au/course/bachelor-commerce
SN_C_0116,Deakin University,Bachelor of Commerce/ Bachelor of Laws,SN_C_0133,2025,,5375.00,,AUD,43000.00,215000.00,https://www.deakin.edu.au/course/bachelor-commerce-bachelor-laws
SN_C_0116,Deakin University,Bachelor of Commerce/ Bachelor of Science,SN_C_0134,2025,,5200.00,,AUD,41600.00,166400.00,https://www.deakin.edu.au/course/bachelor-commerce-bachelor-science
SN_C_0116,Deakin University,Bachelor of Commerce/Bachelor of Arts,SN_C_0135,2025,,4675.00,,AUD,37400.00,149600.00,https://www.deakin.edu.au/course/bachelor-commerce-bachelor-arts
SN_C_0116,Deakin University,Bachelor of Commerce/Bachelor of Business Analytics,SN_C_0136,2025,,5725.00,,AUD,45800.00,183200.00,https://www.deakin.edu.au/course/bachelor-commerce-bachelor-business-analytics
SN_C_0116,Deakin University,Bachelor of Communication (Advertising),SN_C_0137,2025,,4675.00,,AUD,37400.00,112200.00,https://www.deakin.edu.au/major/advertising
SN_C_0116,Deakin University,Bachelor of Communication (Digital Media),SN_C_0138,2025,,4675.00,,AUD,37400.00,112200.00,https://www.deakin.edu.au/course/bachelor-communication
SN_C_0116,Deakin University,Bachelor of Communication (Honours),SN_C_0139,2026,,4975.00,,AUD,39800.00,39800.00,https://www.deakin.edu.au/course/bachelor-communication-honours?year=2017
SN_C_0116,Deakin University,Bachelor of Communication (Journalism),SN_C_0140,2025,,4675.00,,AUD,37400.00,112200.00,https://www.deakin.edu.au/major/journalism
SN_C_0116,Deakin University,Bachelor of Communication (Public Relations),SN_C_0141,2025,,4425.00,,AUD,35400.00,106200.00,https://www.deakin.edu.au/major/public-relations
SN_C_0116,Deakin University,Bachelor of Computer Science,SN_C_0142,2025,,5250.00,,AUD,42000.00,126000.00,https://www.deakin.edu.au/course/bachelor-computer-science
SN_C_0116,Deakin University,Bachelor of Construction Management (Honours),SN_C_0143,2026,,4450.00,,AUD,35600.00,142400.00,https://www.deakin.edu.au/course/bachelor-construction-management-honours
SN_C_0116,Deakin University,Bachelor of Creative Arts (Dance),SN_C_0144,2026,,4600.00,,AUD,36800.00,36800.00,https://www.deakin.edu.au/course/bachelor-creative-arts
SN_C_0116,Deakin University,Bachelor of Creative Arts (Drama),SN_C_0145,2026,,4600.00,,AUD,36800.00,36800.00,https://www.deakin.edu.au/course/bachelor-creative-arts
SN_C_0116,Deakin University,Bachelor of Creative Arts (Honours),SN_C_0146,2026,,4600.00,,AUD,36800.00,36800.00,https://www.deakin.edu.au/course/bachelor-creative-arts-honours
SN_C_0116,Deakin University,Bachelor of Creative Arts (Visual Arts),SN_C_0147,,,,,AUD,,,Not available  
SN_C_0116,Deakin University,Bachelor of Creative Writing,SN_C_0148,,,,,AUD,,,Not available  
SN_C_0116,Deakin University,Bachelor of Criminology,SN_C_0149,2025,,4750.00,,AUD,38000.00,114000.00,https://www.deakin.edu.au/course/bachelor-criminology
SN_C_0116,Deakin University,Bachelor of Criminology/ Bachelor of Laws,SN_C_0150,,,,,AUD,,,Not available 
SN_C_0116,Deakin University,Bachelor of Criminology/ Bachelor of Psychological Science,SN_C_0151,2025,,5200.00,,AUD,41600.00,166400.00,https://www.deakin.edu.au/course/bachelor-criminology-bachelor-psychological-science
SN_C_0116,Deakin University,Bachelor of Criminology/Bachelor of Cyber Security,SN_C_0152,,,,,AUD,,,Not available 
SN_C_0116,Deakin University,Bachelor of Cyber Security,SN_C_0153,2025,,5125.00,,AUD,41000.00,123000.00,https://www.deakin.edu.au/course/bachelor-cyber-security
SN_C_0116,Deakin University,Bachelor of Design (3D Animation),SN_C_0154,,,,,AUD,,,Not available
SN_C_0116,Deakin University,Bachelor of Design (Architecture),SN_C_0155,2025,,4450.00,,AUD,35600.00,106800.00,https://www.deakin.edu.au/course/bachelor-design-architecture
SN_C_0116,Deakin University,Bachelor of Design (Architecture)/Bachelor of Construction Management (Honours),SN_C_0156,2025,,4450.00,,AUD,35600.00,178000.00,https://www.deakin.edu.au/course/bachelor-design-architecture-bachelor-construction-management-honours
SN_C_0116,Deakin University,Bachelor of Design (Digital Technologies),SN_C_0157,2025,,4050.00,,AUD,32400.00,97200.00,https://www.deakin.edu.au/__data/assets/pdf_file/0016/33325/A344-2022-T1-coursemap.pdf
SN_C_0116,Deakin University,Bachelor of Design (Visual Communication),SN_C_0158,,,,,AUD,,,Not available 
SN_C_0116,Deakin University,Bachelor of Early Childhood Education,SN_C_0159,2026,,4225.00,,AUD,33800.00,101400.00,https://www.deakin.edu.au/course/bachelor-early-childhood-education
SN_C_0116,Deakin University,Bachelor of Early Childhood Education and Primary Education,SN_C_0160,2025,,4225.00,,AUD,33800.00,135200.00,https://www.deakin.edu.au/study/entry-pathways/find-a-pathway/results/bachelor-early-childhood-and-primary-education
